fbref_id,ime,tekmovanja,tekme,min,goli,asistence,G+A
e7efcdb8,Marco Komenda,['dfb_pokal'],2,167,0,0,0
121093e0,Noah König,['dfb_pokal'],1,90,1,0,1
32c5dee2,Alexander Kopf,['dfb_pokal'],1,90,0,0,0
68dca6f9,Kacper Koscierski,['dfb_pokal'],2,104,0,0,0
e08ec400,Louis Köster,['dfb_pokal'],2,40,0,0,0
55e2e3e9,Dominik Kother,['dfb_pokal'],1,77,0,0,0
2b9745cb,Henri Koudossou,['dfb_pokal'],1,89,0,0,0
46ada386,Oliver Kovačić,['dfb_pokal'],1,71,0,0,0
be5e1c4c,Dawid Kownacki,['dfb_pokal'],3,200,1,0,1
5c9fe42b,Julian Krahl,['dfb_pokal'],1,90,0,0,0
d87d2cee,Elija Krahn,['dfb_pokal'],1,90,0,0,0
b46a9cdb,Kamer Krasniqi,['dfb_pokal'],1,71,0,0,0
42c419b5,Pius Krätschmer,['dfb_pokal'],1,87,0,0,0
1b959b38,Maurice Krattenmacher,['dfb_pokal'],3,144,1,1,2
64b20513,Tobias Kraulich,['dfb_pokal'],1,90,0,0,0
c10e4b9f,Maximilian Krauß,['dfb_pokal'],1,90,0,0,0
f1aa7f91,Connor Krempicki,['dfb_pokal'],1,70,0,0,0
a037c229,Nicolas Kristof,['dfb_pokal'],2,180,0,0,0
30393290,Dennis Krob,['dfb_pokal'],1,76,0,0,0
b07b7b5d,Lukas Krüger,['dfb_pokal'],1,90,0,0,0
0c029bbf,Jonas Krumrey,['dfb_pokal'],1,23,0,0,0
badd70a5,Luca Krüsemann,['dfb_pokal'],1,82,0,0,0
5cf78c5c,Dominik Kruska,['dfb_pokal'],1,82,0,0,0
2a73f18d,Christian Kühlwetter,['dfb_pokal'],1,90,0,1,1
249d14d4,Max Kulke,['dfb_pokal'],1,90,0,0,0
8b9aec4b,Dane Kummerfeld,['dfb_pokal'],1,52,0,0,0
2c35e6eb,Marius Kunde,['dfb_pokal'],1,21,0,0,0
d25fee56,Fabian Kunze,['dfb_pokal'],3,211,1,0,1
8485c037,Hasan Kuruçay,['dfb_pokal'],2,169,0,0,0
652aa4de,Stefan Kutschke,['dfb_pokal'],1,14,0,0,0
1e2057aa,Moritz-Broni Kwarteng,['dfb_pokal'],2,66,0,0,0
208fc867,Nediljko Labrović,['dfb_pokal'],1,90,0,0,0
675a1724,Eymen Laghrissi,['dfb_pokal'],1,3,0,0,0
d6e36d76,Fynn-Luca Lakenmacher,['dfb_pokal'],1,1,0,0,0
f69b3eab,Sven Lameyer,['dfb_pokal'],1,29,0,0,0
6074f63c,Niklas Landgraf,['dfb_pokal'],1,85,0,0,0
bf530d22,Benedikt Landwehr,['dfb_pokal'],1,76,0,0,0
da3c5a62,Erik Lanfer,['dfb_pokal'],1,90,0,0,0
02147044,Julius Langfeld,['dfb_pokal'],1,90,0,0,0
9a8b40ce,Christopher Lannert,['dfb_pokal'],1,90,0,0,0
ebac0ace,Bryan Lasme,['dfb_pokal'],1,41,1,0,1
f662a371,Tim Latteier,['dfb_pokal'],1,17,0,0,0
ebd26bb8,Noah Le Bret,['dfb_pokal'],1,57,0,0,0
3a229338,Florian Le Joncour,['dfb_pokal'],2,98,0,0,0
ca122e29,Adrien Lebeau,['dfb_pokal'],1,17,0,0,0
27f809c7,Henry Lehmann,['dfb_pokal'],1,8,0,0,0
6c8fe217,Mika Lehnfeld,['dfb_pokal'],1,25,0,0,0
364445b2,Toni Leistner,['dfb_pokal'],3,308,0,0,0
66b3ed70,Jakob Lemmer,['dfb_pokal'],1,90,0,0,0
b28cb4b9,Cajetan Lenz,['dfb_pokal'],3,244,0,1,1
08a5b282,Enzo Leopold,['dfb_pokal'],1,90,0,0,0
33b5dccd,Jakob Lewald,['dfb_pokal'],1,13,0,0,0
2eeae3a7,Isac Lidberg,['dfb_pokal'],3,233,0,0,0
06991b7a,John Liebelt,['dfb_pokal'],1,112,0,0,0
cd2337b9,Jan-Lukas Liehr,['dfb_pokal'],1,78,0,0,0
60c1a092,Tim Littmann,['dfb_pokal'],1,82,0,0,0
8bc535f0,Lex Lobinger,['dfb_pokal'],1,90,0,0,0
c8ad0857,Luka Lochoshvili,['dfb_pokal'],1,120,0,0,0
2f7910ac,Jan Löhmannsröben,['dfb_pokal'],1,90,0,0,0
d8963fcd,Lars Lokotsch,['dfb_pokal'],1,30,0,0,0
5dbfd101,Noah Loosli,['dfb_pokal'],3,300,1,0,1
939f02ec,Sergio López,['dfb_pokal'],2,98,0,1,1
48bf0c2a,Elias Lorenz,['dfb_pokal'],1,5,0,0,0
01438d33,Rafael Lubach,['dfb_pokal'],1,120,0,0,0
6ca598d5,Jan Luca Schuler,['dfb_pokal'],3,122,2,0,2
5569bf9a,Anderson Lucoqui,['dfb_pokal'],1,71,0,0,0
3945764e,Valgeir Lunddal,['dfb_pokal'],1,45,0,1,1
aa9b545e,Arthur Lyska,['dfb_pokal'],1,90,0,0,0
98e5ea8d,Stefan Maderer,['dfb_pokal'],1,77,0,0,0
36cf2caf,Matej Maglica,['dfb_pokal'],3,247,2,0,2
43e52fbd,Paolo Maiella,['dfb_pokal'],1,12,0,0,0
1b5729d4,Christoph Maier,['dfb_pokal'],1,64,0,0,0
71b0b94b,Leon Maier,['dfb_pokal'],1,14,0,0,0
7cd9180d,Loris Maier,['dfb_pokal'],1,87,0,0,0
d696691a,Haralambos Makridis,['dfb_pokal'],1,51,0,0,0
d17b4d71,Jarzinho Malanga,['dfb_pokal'],1,20,0,0,0
2e70b9a2,King Manu,['dfb_pokal'],1,90,0,0,0
a24f83b4,Max Marie,['dfb_pokal'],1,120,0,1,1
a9b9471c,Stefano Marino,['dfb_pokal'],2,79,1,0,1
a31fbb72,Luca Marseiler,['dfb_pokal'],3,247,0,1,1
0e27ea58,Dominik Martinović,['dfb_pokal'],1,8,0,0,0
a396fb61,Erhan Mašović,['dfb_pokal'],2,66,0,0,0
4a15e95b,Christian Mathenia,['dfb_pokal'],1,120,0,0,0
221a1641,Marcus Mathisen,['dfb_pokal'],2,135,1,0,1
cdc7af05,Hayate Matsuda,['dfb_pokal'],1,90,0,0,0
571a80cb,Levin Mattmüller,['dfb_pokal'],1,120,0,0,0
d863e6e6,Tim Matuschewsky,['dfb_pokal'],1,90,0,0,0
78e35835,Leo Mätzler,['dfb_pokal'],1,90,0,0,0
c8dc5cb0,Niklas May,['dfb_pokal'],1,90,0,1,1
8efa4271,Lukas Mazagg,['dfb_pokal'],1,90,0,0,0
4b6dd263,Joshua Mees,['dfb_pokal'],1,90,0,0,0
b95f329e,Luca de Meester,['dfb_pokal'],1,63,0,0,0
10876d02,Marvin Mehlem,['dfb_pokal'],2,126,0,0,0
7fd0352e,Jonathan Meier,['dfb_pokal'],1,68,0,0,0
e489fe59,Christian Meinert,['dfb_pokal'],1,90,0,0,0
eb4856e0,Kelsey Meisel,['dfb_pokal'],1,4,0,0,0
f04998fc,Thomas Meißner,['dfb_pokal'],1,90,0,0,0
4374faeb,Jan Mejdr,['dfb_pokal'],1,73,0,0,0
068fa372,Markus Mendler,['dfb_pokal'],1,90,0,0,0
f75e3a6e,Luca-Falk Menke,['dfb_pokal'],1,90,0,0,0
dadf3965,Phillip Menzel,['dfb_pokal'],1,90,0,0,0
3100516a,Tony Menzel,['dfb_pokal'],1,7,0,0,0
7612d7fd,Ron Meyer,['dfb_pokal'],1,90,0,0,0
0b104510,Marco Meyerhöfer,['dfb_pokal'],1,51,0,0,0
303c9f83,Falko Michel,['dfb_pokal'],3,240,0,1,1
1e274a0a,Sven Michel,['dfb_pokal'],1,37,1,0,1
d5088b9a,Nicholas Mickelson,['dfb_pokal'],1,90,0,0,0
d8ed1ce1,Denis Milic,['dfb_pokal'],1,90,0,0,0
61610383,Denis Milić,['dfb_pokal'],2,126,1,0,1
2a7a3b21,Kang Mingi,['dfb_pokal'],1,56,0,0,0
dd8e6e99,Christian Mistl,['dfb_pokal'],1,69,0,0,0
77bf714c,Koji Miyoshi,['dfb_pokal'],1,74,0,0,0
157c807c,Kaito Mizuta,['dfb_pokal'],1,90,0,0,0
1b6ef8cd,Sascha Mockenhaupt,['dfb_pokal'],1,70,0,0,0
aaffb5fc,Niklas Mohr,['dfb_pokal'],1,90,0,0,0
6f639e30,Monju Momuluh,['dfb_pokal'],1,72,1,0,1
48b8339f,Daniel Monga,['dfb_pokal'],1,25,0,0,0
08273d48,Leandro Morgalla,['dfb_pokal'],2,139,0,0,0
2244908c,Andreas Müller,['dfb_pokal'],2,166,0,1,1
cbac6ec9,Florian Müller,['dfb_pokal'],4,420,0,0,0
6bc3e2cb,Gabriel Müller,['dfb_pokal'],1,90,0,0,0
14ac257c,Lukas Müller,['dfb_pokal'],1,77,0,0,0
3c151571,Marcus Müller,['dfb_pokal'],2,22,0,0,0
04ac779b,Marius Müller,['dfb_pokal'],1,90,0,0,0
3959c602,Michael Müller,['dfb_pokal'],1,120,0,0,0
d3585b17,Sebastian Müller,['dfb_pokal'],1,26,0,0,0
fdc1498c,Sven Müller,['dfb_pokal'],1,90,0,0,0
9a6f3727,Tobias Müller,['dfb_pokal'],3,270,0,0,0
eba75d39,Maurice Multhaup,['dfb_pokal'],1,14,0,0,0
e928a1dc,Leonhard Münst,['dfb_pokal'],1,45,0,0,0
2a231b6b,Reno Münz,['dfb_pokal'],1,90,0,0,0
d01b9ad6,Torben Müsel,['dfb_pokal'],1,7,0,0,0
ae961785,Florent Muslija,['dfb_pokal'],2,180,1,1,2
491d2e4f,Lubambo Musonda,['dfb_pokal'],3,238,0,0,0
ea408652,Saheed Mustapha,['dfb_pokal'],1,90,0,0,0
c6bbf511,Robin Muth,['dfb_pokal'],1,44,0,0,0
c7d9fa00,Goran Naric,['dfb_pokal'],1,54,0,0,0
ec3eb383,Andreas Naumann,['dfb_pokal'],1,120,0,0,0
d07ddd1e,Elias Ndukwe Oke,['dfb_pokal'],1,30,0,0,0
3236d969,Milad Nejad,['dfb_pokal'],1,32,0,0,0
d5656169,Ivan Nekić,['dfb_pokal'],4,245,0,0,0
da76715c,David Nemeth,['dfb_pokal'],1,120,0,0,0
7793386d,Maurice Neubauer,['dfb_pokal'],1,45,0,0,0
9633060a,Maximilian Neuberger,['dfb_pokal'],2,210,0,0,0
a28e3135,Rilind Neziri,['dfb_pokal'],1,77,0,0,0
6e41cf0e,Niklas Niehoff,['dfb_pokal'],3,115,0,0,0
445dff99,Noel Nkili,['dfb_pokal'],1,90,0,0,0
c7d84763,Nahuel Noll,['dfb_pokal'],1,90,0,0,0
07df4e13,Alexander Nollenberger,['dfb_pokal'],2,155,0,1,1
9b15b164,Salem Nouwame,['dfb_pokal'],1,90,0,0,0
a61441f2,Arbnor Nuraj,['dfb_pokal'],1,90,0,0,0
178018f9,Fabian Nürnberger,['dfb_pokal'],1,90,0,0,0
caa1a7f0,Michael Obafemi,['dfb_pokal'],1,11,0,0,0
b6a9d8da,Tim Oberdorf,['dfb_pokal'],2,180,0,0,0
fd42f171,Raphael Obermair,['dfb_pokal'],2,210,0,2,2
108bfb58,Destiny Obiogumu,['dfb_pokal'],1,73,0,0,0
2047cdfa,Yevhenii Obushnyi,['dfb_pokal'],1,120,0,0,0
14025baf,Marvin Obuz,['dfb_pokal'],1,15,0,0,0
dc25bfe3,Jonas Oehmichen,['dfb_pokal'],1,13,0,0,0
c6d1cad5,Larry Oellers,['dfb_pokal'],1,79,0,0,0
3cb58055,Ime Okon,['dfb_pokal'],1,90,0,0,0
86adbcc7,Mathias Olesen,['dfb_pokal'],2,165,1,0,1
8e6f55b2,Nicolas Oliveira,['dfb_pokal'],1,82,0,0,0
88d7a0d3,Francis Onyeka,['dfb_pokal'],2,135,0,0,0
e2717d76,Christian Ortag,['dfb_pokal'],1,90,0,0,0
f87d8998,Nicolas Ortegel,['dfb_pokal'],1,120,0,0,0
22934f69,Yannick Osée,['dfb_pokal'],1,90,0,0,0
676ff98c,David Otto,['dfb_pokal'],1,90,1,0,1
c96a99e1,Kolja Oudenne,['dfb_pokal'],1,45,0,0,0
2420dbac,Mats Pannewig,['dfb_pokal'],3,246,0,0,0
b4b08774,Merveille Papela,['dfb_pokal'],3,123,0,0,0
5c899683,Felix Passlack,['dfb_pokal'],3,107,0,0,0
e0414f80,Christoph Pauling,['dfb_pokal'],1,60,0,0,0
dcbeb3fd,Dominik Pelivan,['dfb_pokal'],2,180,0,0,0
cb02d992,Hasan Pepić,['dfb_pokal'],1,90,0,0,0
19704b7c,Noah Pesch,['dfb_pokal'],3,123,1,0,1
2b1a54d9,Justin Petermann,['dfb_pokal'],1,8,0,0,0
f503ef6e,Lukas Petkov,['dfb_pokal'],2,127,0,0,0
7cd166de,Luca Petzold,['dfb_pokal'],1,90,0,0,0
1f0946fb,Marcel Pfaar,['dfb_pokal'],1,90,0,0,0
5223cfdc,Denis Pfaffenrot,['dfb_pokal'],1,62,0,0,0
adecc21d,Franz Pfanne,['dfb_pokal'],1,61,0,0,0
c030aa2e,Luis Pfaumann,['dfb_pokal'],1,45,0,0,0
d07d0aeb,Patric Pfeiffer,['dfb_pokal'],3,255,0,0,0
7e4cea93,David Pfeil,['dfb_pokal'],1,90,0,0,0
2d97a024,Bjarne Pfundheller,['dfb_pokal'],1,90,0,0,0
c184c8c8,Benedikt Pichler,['dfb_pokal'],1,70,0,0,0
00e36323,Florian Pick,['dfb_pokal'],1,62,0,0,0
c14ee6ab,Laurin von Piechowski,['dfb_pokal'],1,120,0,0,0
f14e81d2,Lukas Pinckert,['dfb_pokal'],2,179,0,0,0
bd7bd342,Rafael Pinto,['dfb_pokal'],2,121,0,0,0
acbc81de,Nils Piwernetz,['dfb_pokal'],1,3,0,0,0
f4a5653d,Till Plumpe,['dfb_pokal'],1,67,0,0,0
eb1230f2,Mikail Polat,['dfb_pokal'],1,85,0,0,0
838b1d94,Serhat Polat,['dfb_pokal'],1,64,0,0,0
4cc38029,Niklas Pollex,['dfb_pokal'],1,3,0,0,0
319461a2,Moritz Polte,['dfb_pokal'],1,120,0,0,0
e4740011,Nico Poplawski,['dfb_pokal'],1,81,0,0,0
de7b6ebf,Leander Popp,['dfb_pokal'],1,13,0,0,0
b020d807,Finn Porath,['dfb_pokal'],2,114,0,0,0
be98f358,Łukasz Poręba,['dfb_pokal'],2,152,0,0,0
4b3426e8,Rico Preißinger,['dfb_pokal'],1,120,0,0,0
e1c06777,Oskar Prokopchuk,['dfb_pokal'],1,44,0,0,0
f297a3f1,Ivan Prtajin,['dfb_pokal'],1,73,0,0,0
d45219cd,Silas Prüfrock,['dfb_pokal'],1,90,0,0,0
1a7056de,Henning Prüße,['dfb_pokal'],1,24,0,0,0
a31a01a9,Leandro Putaro,['dfb_pokal'],1,63,0,0,0
f4e50532,Kasim Rabihic,['dfb_pokal'],1,28,0,0,0
df1665d7,Luca Raimund,['dfb_pokal'],1,12,0,0,0
109cd3d3,Fabian Raithel,['dfb_pokal'],1,90,0,0,0
ad0da9e5,Melvin Ramusović,['dfb_pokal'],1,4,0,0,0
c8b3a472,Nicolai Rapp,['dfb_pokal'],2,147,1,0,1
bd992863,Tobias Raschl,['dfb_pokal'],2,63,1,0,1
873ca173,Christian Rasmussen,['dfb_pokal'],2,157,0,0,0
b1823b08,Fabian Reese,['dfb_pokal'],4,400,1,0,1
644ab0b2,Felix Rehder,['dfb_pokal'],1,72,0,0,0
f01630e2,Lukas Reich,['dfb_pokal'],1,80,0,0,0
109bd9ea,Leon Reichardt,['dfb_pokal'],1,2,0,0,0
4bdecfcd,Dominik Reimann,['dfb_pokal'],3,270,0,0,0
71eb8740,Willi Reincke,['dfb_pokal'],1,63,0,0,0
dbc0c727,Tjark Reinert,['dfb_pokal'],1,13,0,0,0
5a87737d,Benjamin Reitz,['dfb_pokal'],1,120,0,0,0
02e1e5b2,Peter Remmert,['dfb_pokal'],1,28,0,0,0
fa18312d,Maximilian Reule,['dfb_pokal'],1,90,0,0,0
b6a74070,Sandro Reyes,['dfb_pokal'],1,45,0,0,0
f972644c,Marco Richter,['dfb_pokal'],2,137,0,0,0
b214a205,Marco Rienhardt,['dfb_pokal'],1,45,0,0,0
4b3a4502,José-Enrique Ríos Alonso,['dfb_pokal'],1,83,0,0,0
158f392b,Sascha Risch,['dfb_pokal'],1,90,0,0,0
1d3efcd3,Mart Ristl,['dfb_pokal'],1,90,0,0,0
ce2c51c0,Marlon Ritter,['dfb_pokal'],3,225,2,2,4
d5487d81,Calogero Rizzuto,['dfb_pokal'],1,90,0,0,0
038039d4,Leon Robinson,['dfb_pokal'],2,135,0,0,0
7971c1f1,Jannik Rochelt,['dfb_pokal'],1,45,0,0,0
108f070e,Jamal Rogero,['dfb_pokal'],1,57,0,0,0
7e4c5a4a,Maximilian Rohr,['dfb_pokal'],1,82,0,0,0
62672719,Steffen Rohwedder,['dfb_pokal'],1,90,1,0,1
12100e54,Henry Rorig,['dfb_pokal'],2,161,0,0,0
18467a97,Nils Röseler,['dfb_pokal'],1,90,0,0,0
1df23153,Lasse Rosenboom,['dfb_pokal'],2,166,0,0,0
5c6943be,Lucas Röser,['dfb_pokal'],1,76,0,0,0
c0d6c408,Tim Rossmann,['dfb_pokal'],1,45,0,0,0
bbd26451,Björn Rother,['dfb_pokal'],1,90,0,0,0
123853cd,Tobias Rühle,['dfb_pokal'],2,84,1,0,1
c2cecbc0,Noah Rupp,['dfb_pokal'],1,16,0,0,0
8667b551,Stefano Russo,['dfb_pokal'],1,90,0,0,0
3f2541c0,Fabian Rüth,['dfb_pokal'],1,90,0,0,0
a47ff54d,Johannes Sabah,['dfb_pokal'],1,82,0,0,0
9d35ea97,Ramien Safi,['dfb_pokal'],1,82,0,0,0
0f39808d,Kerem Sahan,['dfb_pokal'],1,66,0,0,0
59015175,Semih Sahin,['dfb_pokal'],3,208,0,1,1
695635f2,Louis Samson,['dfb_pokal'],1,90,0,0,0
98683ac7,Fabio Di Michele Sanchez,['dfb_pokal'],1,94,2,0,2
742d5369,Felipe Sánchez,['dfb_pokal'],2,80,0,0,0
41d32cff,Ousmane Sannoh,['dfb_pokal'],1,27,0,0,0
79df51b6,Vinko Sapina,['dfb_pokal'],1,83,0,0,0
fbbc8e15,Noah Sarenren Bazee,['dfb_pokal'],2,117,0,0,0
63c4bacb,Ron Schallenberg,['dfb_pokal'],1,70,0,0,0
62628a44,Joel Schallschmidt,['dfb_pokal'],1,18,0,0,0
ad082409,Nico Schauß,['dfb_pokal'],1,58,0,0,0
eca562bc,Tjark Scheller,['dfb_pokal'],2,151,0,0,0
5b74bf2b,Johannes Schenk,['dfb_pokal'],1,120,0,0,0
900f31a8,Simon Scherder,['dfb_pokal'],1,42,0,0,0
11629e82,Lukas Schleimer,['dfb_pokal'],1,90,0,0,0
52c703f8,Fabian Schleusener,['dfb_pokal'],2,164,3,0,3
af55919f,Frederik Schmahl,['dfb_pokal'],1,28,0,0,0
7b41e5a1,Pascal Schmedemann,['dfb_pokal'],1,90,0,0,0
98b913c1,Danny Schmidt,['dfb_pokal'],2,72,0,0,0
7d31f1cb,Kenneth Schmidt,['dfb_pokal'],1,77,0,1,1
d3d96915,Felix Schmiederer,['dfb_pokal'],1,68,0,0,0
b2cc0721,Max Schmitten,['dfb_pokal'],1,90,0,0,0
927c22f7,Leon Schmökel,['dfb_pokal'],1,30,0,0,0
a3133a00,Leon Schneider,['dfb_pokal'],2,210,0,0,0
b72756f1,Luca Schnellbacher,['dfb_pokal'],2,27,0,0,0
66cc7587,Damian Schobert,['dfb_pokal'],1,90,0,0,0
7ee77669,Ferdinand Scholl,['dfb_pokal'],1,65,0,0,0
64679418,Sam Schreck,['dfb_pokal'],1,90,0,0,0
d0e484ef,Tim Schreiber,['dfb_pokal'],1,90,0,0,0
289b90cd,Markus Schubert,['dfb_pokal'],2,210,0,0,0
5fa2e0cf,Marcel Schuhen,['dfb_pokal'],3,270,0,0,0
13ec9e6a,Michael Schultz,['dfb_pokal'],1,90,0,0,0
39e60ce8,Kwabenaboye Schulz,['dfb_pokal'],1,90,0,0,0
651167c8,Marvin Schulz,['dfb_pokal'],1,78,0,0,0
0f9c9f09,Frederik Schumann,['dfb_pokal'],1,90,0,0,0
5df12a1d,Marco Schuster,['dfb_pokal'],1,61,0,0,0
da3bf1b3,Stefan Schwab,['dfb_pokal'],4,199,0,1,1
2efd3807,Alexander Sebald,['dfb_pokal'],1,90,0,0,0
aaf3a3a8,Lukas Sedlak,['dfb_pokal'],1,90,0,0,0
ef1004c7,Fabian Seeger,['dfb_pokal'],1,8,0,0,0
e1317dec,Marcel Seegert,['dfb_pokal'],1,86,0,0,0
8872ed17,Paul Seguin,['dfb_pokal'],3,218,0,1,1
d751bce1,Thomas Selensky,['dfb_pokal'],1,120,0,0,0
75e6345a,Vadym Semchuk,['dfb_pokal'],1,77,0,0,0
6da676e0,Franjo Serdarušić,['dfb_pokal'],1,90,0,0,0
fd82af8c,Kevin Sessa,['dfb_pokal'],1,55,0,0,0
6bef2e43,Erijon Shaqiri,['dfb_pokal'],1,25,0,0,0
11685623,Jan Shcharbakouski,['dfb_pokal'],1,63,1,0,1
2484853d,Rohin Shivani,['dfb_pokal'],1,5,0,0,0
27d95698,Erik Shuranov,['dfb_pokal'],1,17,1,0,1
29b88f2a,Arne Sicker,['dfb_pokal'],1,17,0,0,0
3f6ca46e,Carlo Sickinger,['dfb_pokal'],1,45,0,0,0
560339af,Serhat Sido,['dfb_pokal'],1,19,0,0,0
c778a0a4,Alexander Siebeck,['dfb_pokal'],1,95,0,0,0
169ab043,Marlo Siech,['dfb_pokal'],1,90,0,0,0
376eab3f,Omar Sillah,['dfb_pokal'],2,22,0,0,0
a086ae11,Roko Simic,['dfb_pokal'],2,104,0,0,0
7c0a8d2f,Simon Simoni,['dfb_pokal'],2,180,0,0,0
81b20edf,Manuel Simons,['dfb_pokal'],1,77,0,0,0
4fd4de91,Luca Sirch,['dfb_pokal'],3,270,0,0,0
58ce23e5,Steven Skrzybski,['dfb_pokal'],1,84,0,0,0
d7547531,Naatan Skyttä,['dfb_pokal'],2,180,1,0,1
67fa0242,Lukas Sommer,['dfb_pokal'],1,23,0,0,0
5a7c3705,Sven Sonnenberg,['dfb_pokal'],1,90,0,0,0
dc4517cc,Manuel Splettstößer,['dfb_pokal'],1,13,0,0,0
1fdec858,Dennis Srbeny,['dfb_pokal'],1,5,0,0,0
59a27e87,Dariusz Stalmach,['dfb_pokal'],1,30,0,0,0
285ccd34,Matthias Steinborn,['dfb_pokal'],1,82,0,0,0
acf4b760,Tim Steinmetz,['dfb_pokal'],1,8,0,0,0
bc74e4b7,Jonah Sticker,['dfb_pokal'],2,150,0,1,1
ed523095,Niclas Stierlin,['dfb_pokal'],1,85,0,0,0
a5a27463,Sebastian Stolze,['dfb_pokal'],1,8,0,0,0
aa4082b0,Lukas Stoppel,['dfb_pokal'],1,21,0,0,0
78b2bbc9,Simon Straudi,['dfb_pokal'],1,19,0,0,0
49a07888,Felix Strauß,['dfb_pokal'],1,90,0,0,0
ae7717b9,Florian Stritzel,['dfb_pokal'],1,90,0,0,0
15817c50,Philipp Strompf,['dfb_pokal'],2,113,0,0,0
99447dc2,Shkrep Stublla,['dfb_pokal'],1,45,0,0,0
45d14ca0,Amar Suljić,['dfb_pokal'],1,19,0,0,0
5c58e4a0,Klaus Suso,['dfb_pokal'],1,13,0,0,0
d8b97bb3,Moussa Sylla,['dfb_pokal'],2,182,0,0,0
bfaac145,Levente Szabo,['dfb_pokal'],1,58,0,0,0
46fa58cb,Richmond Tachie,['dfb_pokal'],1,18,1,0,1
468c8df5,Niklas Tarnat,['dfb_pokal'],1,86,0,0,0
6526e30d,Mert Tasdelen,['dfb_pokal'],1,81,0,0,0
c1dbb669,Ted Tattermusch,['dfb_pokal'],1,24,0,0,0
0b45a8d7,Semir Telalovic,['dfb_pokal'],1,120,1,0,1
53fec51d,Ibrahim Temin,['dfb_pokal'],1,90,0,0,0
ed250610,Jano ter Horst,['dfb_pokal'],1,120,0,0,0
aff86d07,Pascal Testroet,['dfb_pokal'],1,90,0,0,0
94211340,Jonas Therkelsen,['dfb_pokal'],4,277,0,1,1
e0398beb,Mattis Thewalt,['dfb_pokal'],1,90,0,0,0
0a37d36f,Marvin Thiel,['dfb_pokal'],1,90,0,0,0
e4734073,Nico Thoben,['dfb_pokal'],1,63,0,0,0
7a45c2be,Jonas Thomas Kersken,['dfb_pokal'],2,210,0,0,0
6b8887c2,Steffen Tigges,['dfb_pokal'],1,49,0,0,0
5e88c524,John Tolkin,['dfb_pokal'],4,390,1,0,1
9d844ae2,Boris Tomiak,['dfb_pokal'],1,90,0,0,0
b72a5990,Josip Tomić,['dfb_pokal'],1,72,0,0,0
ae20a816,Thorsten Tönnies,['dfb_pokal'],1,90,0,0,0
118b816e,Yannick Tonye,['dfb_pokal'],1,45,0,0,0
a34c1e0f,Laurin Tost,['dfb_pokal'],1,90,0,0,0
ebe77542,Lukas Trslic,['dfb_pokal'],1,73,0,0,0
df513baf,Andy Trübenbach,['dfb_pokal'],1,90,0,0,0
42d16aa5,Patrik Twardzik,['dfb_pokal'],1,90,0,0,0
8c9e3dad,Colin Ulrich,['dfb_pokal'],1,90,0,0,0
cd61c7af,Lauren Ulrich,['dfb_pokal'],3,110,0,0,0
a9a6fc08,Benjamin Uphoff,['dfb_pokal'],1,90,0,0,0
71b6b4a5,Linus Urban,['dfb_pokal'],1,90,1,0,1
e5bef2a9,Franko Uzelac,['dfb_pokal'],1,90,0,0,0
6cb27971,Robin Velasco,['dfb_pokal'],1,45,0,0,0
6c67b262,Antonio Verinac,['dfb_pokal'],1,90,0,0,0
a7b3dcea,Pasqual Verkamp,['dfb_pokal'],1,25,0,0,0
1d8e9add,Kevin Vogt,['dfb_pokal'],1,120,0,0,0
5613c80d,Aleksandar Vukotić,['dfb_pokal'],2,105,0,0,0
73c3b2a6,Maximilian Wagner,['dfb_pokal'],1,28,0,0,0
e3d3fbeb,Robert Wagner,['dfb_pokal'],2,103,0,0,0
8e5c439b,Lukas Wallner,['dfb_pokal'],1,29,0,0,0
d0a1ddcb,Marvin Wanitzek,['dfb_pokal'],2,180,0,1,1
0e006cae,Kjell-Arik Wätjen,['dfb_pokal'],3,211,0,1,1
7930355c,Rico Wehrle,['dfb_pokal'],1,45,0,0,0
1fb2d1b0,Timon Weiner,['dfb_pokal'],4,367,0,0,0
d3902c9b,Maximilian Weisbäcker,['dfb_pokal'],1,90,0,0,0
278aed03,Malte Wengerowski,['dfb_pokal'],1,89,0,0,0
1c86aa16,Marcel Wenig,['dfb_pokal'],1,4,0,0,0
90e4b1fd,Jakub Westendorf,['dfb_pokal'],1,77,0,0,0
2ecdf3d3,Timon-Julian Widiker,['dfb_pokal'],1,9,0,0,0
ae016ec7,Lasse Wilhelm,['dfb_pokal'],1,90,0,0,0
14af7b90,Paul Will,['dfb_pokal'],2,13,0,0,0
8ca8c225,Justin Willma,['dfb_pokal'],1,13,0,0,0
99474f5d,Lukas Wilton,['dfb_pokal'],1,120,0,0,0
332faf52,David Winke,['dfb_pokal'],1,90,0,0,0
e0d515ef,Marten Winkler,['dfb_pokal'],4,279,1,0,1
21ec261e,Manuel Wintzheimer,['dfb_pokal'],1,90,1,0,1
d880cc9e,Michel Witte,['dfb_pokal'],1,120,0,0,0
edb2712b,Maximilian Wittek,['dfb_pokal'],3,300,0,0,0
b44f69bf,Ole Wohlers,['dfb_pokal'],1,20,0,0,0
32f6d442,Lucas Wolf,['dfb_pokal'],1,45,0,0,0
4a0801b7,Marius Wörl,['dfb_pokal'],1,80,0,0,0
73171ec8,Marco Wörner,['dfb_pokal'],1,60,0,0,0
80c9e555,Joscha Wosz,['dfb_pokal'],1,13,0,0,0
1579d13c,Leopold Wurm,['dfb_pokal'],1,90,0,0,0
